,url,label
1103,"['http://t.co/FfuxNqXvM0', 'http://t.co/0xFuerZ85q']",no-clickbait
1104,"['http://t.co/nilyq2ve7j', 'http://t.co/CeuozwmAtp']",no-clickbait
1105,"['http://t.co/PncL7C3Tgp', 'http://t.co/zj1vlS3bdu']",no-clickbait
1106,"['http://t.co/S7EHqFn0rL', 'http://t.co/DRBlMGtBw7']",no-clickbait
1107,['http://t.co/MsL0TJcMCi'],no-clickbait
1108,"['http://t.co/X31lfVgqoz', 'http://t.co/P9n7fezlLd']",no-clickbait
1109,"['http://t.co/Apbhb9hplu', 'http://t.co/wVY']",no-clickbait
1110,"['http://t.co/4UHomzMpsT', 'http://t.co/5ueAIXNRn0']",clickbait
1111,['http://t.co/H8cxwW2WwR'],clickbait
1112,['http://t.co/AtaR4VDipA'],no-clickbait
1113,"['http://t.co/mtEINLbHcR', 'http://t.co/3Zy1']",no-clickbait
1114,['http://t.co/eKNJdwcB2l'],no-clickbait
1115,['http://t.co/jALj59IruH'],no-clickbait
1116,['http://t.co/DKc2YRThK5'],no-clickbait
1117,"['http://t.co/npixtrDLHo', 'http://t.co/pbMEglIyJj']",no-clickbait
1118,"['http://t.co/mZ8dTqnhxR', 'http://t.co/VxdLWkbs01']",clickbait
1119,"['http://t.co/mEaUDucnVk', 'http://t.co/eS2sCL5UL0']",clickbait
1120,['https://t.co/2eiqQvBjmS'],no-clickbait
1121,"['http://t.co/SZMthC4UJM', 'http://t.co/e3DKgJCCDe']",no-clickbait
1122,"['http://t.co/8t54fpexfX', 'http://t.co/CYoUq7rAcH']",no-clickbait
1123,"['http://t.co/H0wwSh7VG9', 'http://t.co/9TdehI5gbs']",clickbait
1124,"['http://t.co/ELDnX2acU7', 'http://t.co/W9amN2uy5X']",no-clickbait
1125,['http://t.co/EwSbJnRVGO'],no-clickbait
1126,"['http://t.co/5agJLe9Trj', 'http://t.co/9t16zYVQwA']",no-clickbait
1127,['http://t.co/861Zf91Qxv'],clickbait
1128,"['http://t.co/hfT7rVZTWc', 'http://t.co/eMcaIY4rSX']",no-clickbait
1129,"['http://t.co/HM2J74esLi', 'http://t.co/lgoFUfwart']",clickbait
1130,"['http://t.co/5VxoSk1J4n', 'http://t.co/IvicifCZGC']",no-clickbait
1131,['http://t.co/n8Kn4zc6nK'],no-clickbait
1132,"['http://t.co/CLaebxWrgT', 'http://t.co/YUx9FgyM4b']",no-clickbait
1133,"['http://t.co/NmyHhhc3pB', 'http://t.co/NmSYp6WSkM']",no-clickbait
1134,['http://t.co/IQk4zUhtKN'],no-clickbait
1135,['http://t.co/Qs58FFZdCZ'],no-clickbait
1136,[],no-clickbait
1137,"['http://t.co/JlxmdqQGEb', 'http://t.co/NjiLlggSRA']",no-clickbait
1138,"['http://t.co/wXjEIstSqM', 'http://t.co/gG36O9o2cb']",no-clickbait
1139,"['http://t.co/F0930uVUin', 'http://t.co/BJiTCunRhi']",no-clickbait
1140,"['http://t.co/2qM0y8px3x', 'http://t.co/3BeqbIfwtf']",no-clickbait
1141,"['http://t.co/fm1nC0TjNY', 'http://t.co/72YvnK5ka0']",no-clickbait
1142,"['http://t.co/TQ6hMTEgQY', 'http://t.co/K0XZ3CLzRt']",no-clickbait
1143,"['http://t.co/JZHhI5pumB', 'http://t.co/DuWylVHsED']",no-clickbait
1144,['http://t.co/gkch79Ufqp'],no-clickbait
1145,"['http://t.co/hEL3dkcJKp', 'http://t.co/6mMJ592mdH']",no-clickbait
1146,"['http://t.co/cCPUPYl7LJ', 'http://t.co/k']",no-clickbait
1148,"['http://t.co/dnpFuJuOqj', 'http://t.co/yIM4ZwzoLw']",no-clickbait
1149,"['http://t.co/WMur5TbbiE', 'http://t.co/njQyT']",no-clickbait
1150,"['http://t.co/Y3v4dm3Sq3', 'http://t.co/qKMHnp0N59']",clickbait
1151,['http://t.co/fnnE3tTgxl'],no-clickbait
1152,"['http://t.co/kyBP2FrTyz', 'http://t.co/GyceUT7d9V']",no-clickbait
1153,"['http://t.co/ksAqSSwjZb', 'http://t.co/60J1So803P']",no-clickbait
1154,"['http://t.co/mEz2b94EDK', 'http://t.co/t5eLmfyg7F']",no-clickbait
1155,['http://t.co/JTH1k9NrVp'],no-clickbait
1156,"['http://t.co/CuHjwQLlKc', 'http://t.co/l3MmYXoVrK']",clickbait
1157,"['http://t.co/BkYC06b1aV', 'http://t.co/DyWRGlArH9']",no-clickbait
1158,"['http://t.co/152C85SZkb', 'http://t.co/rRvojBXvCU']",no-clickbait
1159,"['http://t.co/C9KHBVdEeD', 'http://t.co/C5fi9mVmxx']",no-clickbait
1160,"['http://t.co/dUaKFnXFWT', 'http://t.co/26t95RYDbA']",no-clickbait
1161,['http://t.co/Jx28KosLMh'],no-clickbait
1162,"['http://t.co/KNkmRXdM0e', 'http://t.co/bKxLwnepZo']",no-clickbait
1163,"['http://t.co/C97ElmdCYh', 'http://t.co/5ww2JnsWZb']",no-clickbait
1164,"['http://t.co/iCWdBeGlzK', 'http://t.co/ewHUtfOp5O']",no-clickbait
1165,"['http://t.co/8gNegx1BcA', 'http://t.co/AwM1R8Kmdj']",no-clickbait
1166,['http://t.co/3p0f0l1AiV'],no-clickbait
1167,"['http://t.co/DdGNpvZxot', 'http://t.co/ggazlluf7l']",no-clickbait
1168,"['http://t.co/5KNyBKs7VS', 'http://t.co/B713CX1JxD']",no-clickbait
1169,"['http://t.co/VwsYGS5hkd', 'http://t.co/e']",clickbait
1170,['http://t.co/2mHoSA440o'],no-clickbait
1171,"['http://t.co/lhNCaJIO3E', 'http://t.co/fvfYF5bK1U']",no-clickbait
1172,"['http://t.co/pJajXgnQT6', 'http://t.co/0e9RRpmSKx']",clickbait
1173,['http://t.co/bLI8XM0cKi'],clickbait
1174,['http://t.co/axacY82ppM'],no-clickbait
1175,['http://t.co/zIWX6sSNmI'],no-clickbait
1176,['http://t.co/jdCihF4eO4'],no-clickbait
1177,"['http://t.co/smMjNxbvne', 'http://t.co/bly7nMsXsn']",no-clickbait
1178,"['http://t.co/qmGxDNMN4U', 'http://t.co/ubmjENcyRX']",no-clickbait
1179,"['http://t.co/oEk4PyMg8H', 'http://t.co/lJUlo1e3wP']",clickbait
1180,"['http://t.co/aGv1Nk5Wzh', 'http://t.co/GG4il6tj6V']",clickbait
1181,"['http://t.co/Jn5aASuLt0', 'http://t.co/QbgJXdFSNf']",no-clickbait
1182,['http://t.co/621nrohnjl'],clickbait
1183,"['http://t.co/KYk7JwhkEc', 'http://t.co/FOwkvtVN86']",clickbait
1184,"['http://t.co/ay5ZMPNWoZ', 'http://t.co/WBv0b2uEpE']",no-clickbait
1185,"['http://t.co/SWvTYJiQxF', 'http://t.co/IOpqr82Vp9']",clickbait
1186,['http://t.co/yIH8Vl8uxJ'],no-clickbait
1187,"['http://t.co/hASwsJm4CJ', 'http://t.co/IK1BCN15Pe']",no-clickbait
1188,"['http://t.co/k7hTqCWYJE', 'http://t.co/DZrJcYhK0k']",no-clickbait
1189,"['http://t.co/srvn1MUQXd', 'http://t.co/Cc3SPXPMPm']",clickbait
1190,[],no-clickbait
1191,['http://t.co/oGeapxJgoK'],clickbait
1192,"['http://t.co/54tRFmwBAP', 'http://t.co/Wnfujg0M2d']",no-clickbait
1193,"['http://t.co/Ueq22QcmMT', 'http://t.co/wFmCS84f5L']",no-clickbait
1194,"['http://t.co/5VNwu9vNn1', 'http://t.co/17rPQ8kYnp']",no-clickbait
1195,['http://t.co/EeEGioHGom'],clickbait
1196,['http://t.co/qOSuF3xxiL'],clickbait
1197,['http://t.co/OZTiroASVj'],clickbait
1198,"['http://t.co/z2dYWN0e1g', 'http://t.co/iujgiAEb8g']",clickbait
1199,"['http://t.co/l59SLU4Rat', 'http://t.co/zuK77F1HTD']",clickbait
1200,['http://t.co/sSvIVXJM78'],no-clickbait
1201,[],no-clickbait
1202,['http://t.co/VYC83pp6hA'],clickbait
1203,"['http://t.co/w0xYauMCcY', 'http://t.co/N29QvadJyx']",no-clickbait
1204,"['http://t.co/tfsTRLHPhe', 'http://t.co/DgTm9I3pfC']",clickbait
1205,['http://t.co/KdPq6l7CrH'],no-clickbait
1206,"['http://t.co/LgvSvpW6wz', 'http://t.co/s2Ls4xQ7nS']",no-clickbait
1207,['http://t.co/hVpvwqcRws'],clickbait
1208,"['http://t.co/4x5WY4uiEy', 'http://t.co/yWZKXTh3T0']",no-clickbait
1209,['http://t.co/RKnAcKXPur'],no-clickbait
1210,['http://t.co/Hzyj8aK8Tb'],no-clickbait
1211,"['http://t.co/vmSYXe8lXv', 'http://t.co/2FZLf8MQIQ']",no-clickbait
1212,"['http://t.co/ud0KO8g8aV', 'http://t.co/nFolaGjIC4']",clickbait
1213,"['http://t.co/FR65Ghio4A', 'http://t.co/wjSYKb6YA2']",no-clickbait
1214,"['http://t.co/PtHOJmRsOu', 'http://t.co/gXeI3j2ftE']",no-clickbait
1215,['http://t.co/qpqQnxeUFn'],no-clickbait
1216,"['http://t.co/UEKUDVdwlH', 'http://t.co/fRswnC56x5']",no-clickbait
1217,"['http://t.co/BWvID5Hcxw', 'http://t.co/IecXhQ8IWH']",no-clickbait
1218,"['http://t.co/J73scxPwEL', 'http://t.co/ITZuJlcRY6']",clickbait
1219,"['http://t.co/j2WmKyykWg', 'http://t.co/87S6Y5ac6R']",no-clickbait
1220,"['http://t.co/kj48p1qhfj', 'http://t.co/I4LqWw1ixR']",clickbait
1221,"['http://t.co/5N0BDv2fyX', 'http://t.co/tOla4yKaEh']",no-clickbait
1222,"['http://t.co/6jYA3zGoIf', 'http://t.co/3K3bKskvME']",no-clickbait
1223,"['http://t.co/rg7WtC0G84', 'http://t.co/8bYYTkWmDC']",no-clickbait
1224,"['http://t.co/pXQamTVaIF', 'http://t.co/Nrd']",no-clickbait
1225,['http://t.co/GIki4WNVHS'],no-clickbait
1226,['http://t.co/EH589NmTbn'],clickbait
1227,"['http://t.co/49DWBQncP0', 'http://t.co/aBPmZrwoUH']",clickbait
1228,"['http://t.co/1A7WSow6pr', 'http://t.co/U1uVHLF']",no-clickbait
1229,['http://t.co/0ntCd1fylR'],no-clickbait
1230,"['http://t.co/Jr2m1fJSge', 'http://t.co/SIW4dqDIXt']",no-clickbait
1231,['http://t.co/NK72avxw2X'],no-clickbait
1232,"['http://t.co/Evn1gJ0T17', 'http://t.co/ZA9Pfj03S3']",clickbait
1233,"['http://t.co/XeAsWp4vNF', 'http://t.co/iOM0iVfOAY']",no-clickbait
1234,"['http://t.co/K4Zk1bMJ1w', 'http://t.co/R8xwjV4zy9']",no-clickbait
1235,"['http://t.co/DVx5LopchB', 'http://t.co/m85G3pmELG']",no-clickbait
1236,"['http://t.co/LV4ZXuKmlF', 'http://t.co/T5AD5iHCu9']",no-clickbait
1237,"['http://t.co/opE3m6tWu7', 'http://t.co/HraLqGEZX5']",no-clickbait
1238,['http://t.co/sXH9h3R91F'],no-clickbait
1239,"['http://t.co/xtCxVi9ZVw', 'http://t.co/WLudpubKl6']",no-clickbait
1240,['http://t.co/gpH3gmsa2r'],clickbait
1241,"['http://t.co/T3B09ysAYf', 'http://t.co/mEmN46NcGu']",no-clickbait
1242,"['http://t.co/KP3uy0srES', 'http://t.co/6kfsjGnW8T']",no-clickbait
1243,['http://t.co/8GhtDdKIzX'],no-clickbait
1244,"['http://t.co/YXp1xPtQuf', 'http://t.co/1Q424']",no-clickbait
1245,['http://t.co/6HINbxFiTk'],no-clickbait
1246,['http://t.co/lxxG0NwQpa'],no-clickbait
1247,"['http://t.co/BrPBzUWNvt', 'http://t.co/6dXVytBFCL']",no-clickbait
1248,"['http://t.co/ZNB1d0ZAQg', 'http://t.co/kL9cN1O48r']",no-clickbait
1249,['http://t.co/Zhp5lOHU80'],no-clickbait
1250,"['http://t.co/H5mf9ihrAf', 'http://t.co/oj9CLL']",no-clickbait
1251,"['http://t.co/lZXgwSAjYf', 'http://t.co/nyYpMwYqM8']",no-clickbait
1252,"['http://t.co/kqYFpHcdtz', 'http://t.co/XFP6nxfF']",no-clickbait
1253,['http://t.co/vPMqK0'],no-clickbait
1254,['http://t.co/PE0zR3lSyP'],no-clickbait
1255,"['http://t.co/N00L9AMZTI', 'http://t.co/f7bDgqg2Hl']",no-clickbait
1256,['http://t.co/vH1DqmHbMg'],clickbait
1257,"['http://t.co/gMQQAEWWTs', 'http://t.co/o2y4VEngUL']",clickbait
1258,['http://t.co/tYCeELTJqc'],no-clickbait
1259,"['http://t.co/ty855SMHmC', 'http://t.co/kFHALZ1ffK']",no-clickbait
1260,['http://t.co/SsLX8NQhQo'],clickbait
1261,"['http://t.co/A6ZysPa8Im', 'http://t.co/stssJBW2IM']",no-clickbait
1262,['http://t.co/67l8TvD0ag'],no-clickbait
1263,"['http://t.co/7kPCJoOqKS', 'http://t.co/Q9ZOdqO0Wo']",clickbait
1264,"['http://t.co/kF8Tg6ApC7', 'http://t.co/RjnOoswgq1']",no-clickbait
1265,['http://t.co/mYdtlxqGQC'],no-clickbait
1266,['http://t.co/EoMsXGV10P'],no-clickbait
1267,"['http://t.co/5G2vOnDrJF', 'http://t.co/P9crIwBepd']",no-clickbait
1268,['http://t.co/qAKCSc22mW'],clickbait
1269,"['http://t.co/FpDVbkilqC', 'http://t.co/x8WN5uDw0p']",no-clickbait
1270,"['http://t.co/EajNDc5hg6', 'http://t.co/I2mEt7AU3x']",no-clickbait
1271,"['http://t.co/k6PMvdRQC8', 'http://t.co/5N9TlLEGHQ']",clickbait
1272,['http://t.co/IM9rIXTqgQ'],no-clickbait
1273,"['http://t.co/9og6Lvvw0Q', 'http://t.co/cOD8MNgZfm']",no-clickbait
1274,"['http://t.co/fHKrMMXlyI', 'http://t.co/0wBsNU0Jju']",clickbait
1275,['http://t.co/6CGIuTworu'],no-clickbait
1276,"['http://t.co/MBGNnY58h8', 'http://t.co/tmh1hjnm52']",clickbait
1277,"['http://t.co/mnaYm64DO1', 'http://t.co/HyVagUyWn9']",clickbait
1278,['http://t.co/hLWs9uoCx5'],no-clickbait
1279,['http://t.co/gXHTXBekV5'],no-clickbait
1280,"['http://t.co/qzlQvtcqcc', 'http://t.co/TjSaS0dT7Y']",clickbait
1281,['http://t.co/7cYR9E7qEZ'],no-clickbait
1282,"['http://t.co/FPRxgZ44Bz', 'http://t.co/jfiMb4pUs4']",no-clickbait
1283,"['http://t.co/rRW1jNlpGy', 'http://t.co/xftxRZv9B3']",clickbait
1284,"['http://t.co/9ay6YOiWMZ', 'http://t.co/XtkX5StA80']",clickbait
1285,['http://t.co/zcCXnr7Wqe'],clickbait
1286,['http://t.co/AGAm6eKnme'],no-clickbait
1287,"['http://t.co/lhxDOnESwd', 'http://t.co/llkf3QQfY8']",no-clickbait
1288,"['http://t.co/9ERGX24q4I', 'http://t.co/ouc3X8APX9']",clickbait
1289,"['http://t.co/9hSitYUD4H', 'http://t.co/cS3xAYchvU']",clickbait
1290,['http://t.co/RiHxYWNBIk'],no-clickbait
1291,"['http://t.co/Z8Wp7ShlNX', 'http://t.co/pAZ6lm4Vb5']",no-clickbait
1292,[],no-clickbait
1293,['http://t.co/komAH8945j'],no-clickbait
1294,"['http://t.co/UYkjScm9QF', 'http://t.co/UyC59wfiSY']",no-clickbait
1295,"['http://t.co/NaPC9BCtbA', 'http://t.co/5Ns7CpqEYp']",no-clickbait
1296,['http://t.co/EHIeWtUwjQ'],no-clickbait
1297,"['http://t.co/axacY82ppM', 'http://t.co/oth9cvIBAq']",no-clickbait
1298,['http://t.co/cJq2cqnErN'],no-clickbait
1299,"['http://t.co/qkAxFymudB', 'http://t.co/HmZTF1f6IY']",no-clickbait
1300,"['http://t.co/1lDJbjXqOR', 'http://t.co/ssxDGqVa1K']",no-clickbait
1301,['http://t.co/P3ifjyyNZp'],no-clickbait
1302,['http://t.co/TKGsIbZ6KR'],no-clickbait
1303,['https://t.co/wVjIUe31DW'],no-clickbait
1304,"['http://t.co/LpmC4zHZAI', 'http://t.co/cenPY6QrpL']",no-clickbait
1305,['http://t.co/vrBq3P2XcJ'],no-clickbait
1306,[],clickbait
1307,"['http://t.co/xD45mvcfYS', 'http://t.co/OwClZApcdf']",no-clickbait
1308,"['http://t.co/xnfSXgszev', 'http://t.co/Yk6XVpqHLB']",no-clickbait
1309,"['http://t.co/JVtXg03Zoe', 'http://t.co/EmHspg4zIE']",no-clickbait
1310,"['http://t.co/WWyEBFX6Dl', 'http://t.co/v3tz98LMe0']",no-clickbait
1311,['http://t.co/coASGiZbLC'],clickbait
1312,['http://t.co/OscvUox7Un'],clickbait
1313,"['http://t.co/AHRh5OXBwT', 'http://t.co/SKShLuHcNE']",no-clickbait
1314,['http://t.co/R13lNQfJ91'],no-clickbait
1315,['http://t.co/v2ozTqeuEN'],no-clickbait
1316,"['http://t.co/iK5zIRyJt8', 'http://t.co/LEpj8vVXTT']",clickbait
1317,"['http://t.co/e6pM2SgQkm', 'http://t.co/vUBpkQ7Jrl']",no-clickbait
1318,"['http://t.co/ZUaE3UYiHR', 'http://t.co/jJq0dWWT4h']",clickbait
1319,"['http://t.co/FXNoP3SF2u', 'http://t.co/j0ho227KnN']",no-clickbait
1320,['http://t.co/AsZsNQBE12'],no-clickbait
1321,['http://t.co/Hxj8Domn7v'],no-clickbait
1322,"['http://t.co/qBzYFHDpXA', 'http://t.co/JyqFFDgc2V']",no-clickbait
1323,"['http://t.co/uigCeFRkRk', 'http://t.co/dqqVkTPmes']",no-clickbait
1324,['http://t.co/aRUjfS34Cz'],no-clickbait
1325,"['http://t.co/axacY82ppM', 'http://t.co/4jwbgb6wTO']",no-clickbait
1326,"['http://t.co/prNVYMccgl', 'http://t.co/HaO2m2n5Uw']",clickbait
1327,"['http://t.co/N3MeVeJmOu', 'http://t.co/yPBCht59xH']",clickbait
1328,"['http://t.co/jVDhMRoXiG', 'http://t.co/LbUbd7UjGX']",no-clickbait
1329,['http://t.co/qaIGsGSJ3S'],no-clickbait
1330,"['http://t.co/0rOfMscRJE', 'http://t.co/aSQHMUi5Or']",no-clickbait
1331,['http://t.co/Fmr9Cmid7i'],no-clickbait
1332,"['http://t.co/HyW7VYadGi', 'http://t.co/PwWboWsmCz']",no-clickbait
1333,"['http://t.co/9XgbsJNJoO', 'http://t.co/8WJetLIj9Z']",no-clickbait
1334,"['http://t.co/DytGefJfZz', 'http://t.co/ukyl5M0jnu']",no-clickbait
1335,"['http://t.co/IqeB41PF7h', 'http://t.co/U24UWSPylC']",no-clickbait
1336,"['http://t.co/hSrWwZkBNx', 'http://t.co/48eL6YaCXK']",no-clickbait
1337,"['http://t.co/zPxljEya1p', 'http://t.co/dt9E4nXhcB']",no-clickbait
1338,"['http://t.co/ZXyYUEjBGQ', 'http://t.co/3qAy9ThG0e']",no-clickbait
1339,"['http://t.co/aIZmLfojMp', 'http://t.co/Zo7lQORruL']",no-clickbait
1340,"['http://t.co/kOKKQ8FMLW', 'http://t.co/y2C4qcKjV3']",clickbait
1341,['http://t.co/exX4qBfuwC'],no-clickbait
1342,"['http://t.co/75Zg75tr3Q', 'http://t.co/mgSbc6Ek3B']",no-clickbait
1343,"['http://t.co/O7KzmbES8G', 'http://t.co/jzV1JoKI2g']",no-clickbait
1344,['http://t.co/BIcIuJWSAF'],no-clickbait
1345,"['http://t.co/pmsBxhQL8X', 'http://t.co/jag7FLTyRJ']",no-clickbait
1346,"['http://t.co/5GNtJaETAj', 'http://t.co/lCW06fxpnE']",no-clickbait
1347,"['http://t.co/n7c6CGhh4K', 'http://t.co/Lp9nJGIgpX']",clickbait
1348,"['http://t.co/jVzqO8oMWG', 'http://t.co/L8U6hYYTyr']",no-clickbait
1349,"['http://t.co/SqhoGAKOl6', 'http://t.co/6XzYduTW8S']",no-clickbait
1350,['http://t.co/42QKymBr5a'],no-clickbait
1351,['https://t.co/NmaW5NcCIo'],no-clickbait
1353,['http://t.co/pVLTMKIdSx'],no-clickbait
1354,"['http://t.co/bZYpitD9KO', 'http://t.co/x1Ud5NvH2z']",no-clickbait
1355,['http://t.co/n1YtepM5G2'],no-clickbait
1356,['http://t.co/CZkruUXudY'],no-clickbait
1357,['http://t.co/a2wgJ2V5fW'],no-clickbait
1358,['http://t.co/LKYjYd3EPo'],clickbait
1360,"['http://t.co/A4JcyFPx07', 'http://t.co/ZgDUcR7Mi3']",no-clickbait
1361,['http://t.co/qH9WZo1kXO'],no-clickbait
1362,"['http://t.co/CwVwyNJEHr', 'http://t.co/h5xv9klF4h']",clickbait
1363,"['http://t.co/R8iDg6MXlG', 'http://t.co/zGsSlNwR']",no-clickbait
1364,"['http://t.co/oNtORMoTUv', 'http://t.co/5CWIubVCD0']",clickbait
1365,['http://t.co/5Y4iFk3xzh'],no-clickbait
1366,['http://t.co/iqyLLaGQXJ'],no-clickbait
1367,['http://t.co/WulGDjGH66'],clickbait
1368,['http://t.co/5AM288atbt'],no-clickbait
1369,"['http://t.co/UqZVaJnX7E', 'http://t.co/aXllEptpaf']",no-clickbait
1371,"['http://t.co/zaB1aqXPOm', 'http://t.co/hBM9HCDIR3']",clickbait
1372,"['http://t.co/LGSt3kfBx7', 'http://t.co/UTPDnHi6Dt']",no-clickbait
1373,"['http://t.co/rgLytWgb3s', 'http://t.co/C3bAzsP62b']",no-clickbait
1374,"['http://t.co/CTlsaK3OSC', 'http://t.co/v7ilXfSRvK']",no-clickbait
1375,['http://t.co/3oJMW6pDyt'],no-clickbait
1376,['http://t.co/xvjMLtzpA6'],no-clickbait
1377,['http://t.co/uQlHBrPsFU'],clickbait
1378,"['http://t.co/gePBCE9qN7', 'http://t.co/wlfvr6i5e7']",clickbait
1379,['http://t.co/Q6pjS6ptz2'],no-clickbait
1380,['http://t.co/6w1DXTI2Sf'],clickbait
1381,"['http://t.co/Onwthdcjat', 'http://t.co/']",clickbait
1382,"['http://t.co/LchRlICjYq', 'http://t.co/T6nVchH8Bk']",clickbait
1383,['http://t.co/agyJM9AhK8'],no-clickbait
1384,['http://t.co/TvfReqhYQa'],no-clickbait
1385,['http://t.co/6JoBI2bUYR'],no-clickbait
1386,"['http://t.co/wimt744msR', 'http://t.co/T3RRRtc3kN']",no-clickbait
1387,"['http://t.co/C9xKg83G3t', 'http://t.co/jq9Z5si5xQ']",clickbait
1388,"['http://t.co/0yBCQbrSVw', 'http://t.co/jb2FaLnfz7']",no-clickbait
1389,"['http://t.co/VKzP4Tcpeo', 'http://t.co/mBOyxHzAJM']",no-clickbait
1390,['http://t.co/ZY7N6NWZpP'],no-clickbait
1391,['http://t.co/goRQXd7XQW'],no-clickbait
1392,[],no-clickbait
1394,['http://t.co/wLGhXkjhzl'],no-clickbait
1395,"['http://t.co/a8kKsT5Jkh', 'http://t.co/hv7eydEY1D']",no-clickbait
1396,['http://t.co/nfIrX2d8v0'],clickbait
1397,"['http://t.co/ezMKCNx5D7', 'http://t.co/37Iht6eanJ']",no-clickbait
1398,"['http://t.co/LZIA7QpM1a', 'http://t.co/rTGtIvXZnS']",no-clickbait
1399,"['http://t.co/KFPAcyRamt', 'http://t.co/8jWLsrPgVu']",no-clickbait
1400,"['http://t.co/NhI7OT1KKm', 'http://t.co/Im2PuyXzlj']",no-clickbait
1401,['http://t.co/qE8wzbLrGB'],no-clickbait
1402,['http://t.co/XZf7ZCj6fQ'],clickbait
1403,"['http://t.co/xvjo2XUTan', 'http://t.co/9qcb46nu9C']",no-clickbait
1404,['http://t.co/tTlYWiTlda'],no-clickbait
1405,"['http://t.co/RcuQvi4rDZ', 'http://t.co/PSvMLEi1Ow']",no-clickbait
1406,['http://t.co/ezIGhoYe4E'],no-clickbait
1407,['http://t.co/piCuGdfNzl'],no-clickbait
1408,"['http://t.co/brYpcIUkKU', 'http://t.co/dFIx7c7XOg']",no-clickbait
1409,['http://t.co/yKFR0prFJT'],clickbait
1410,['http://t.co/5u8kg4QUWq'],no-clickbait
1411,"['http://t.co/mVDJegiFfM', 'http://t.co/91acBFKvn7']",clickbait
1412,"['http://t.co/tb27QuXOPj', 'http://t.co/mTBMaCQazg']",no-clickbait
1413,"['http://t.co/HoXA9wvWDr', 'http://t.co/qqYENrbJr1']",no-clickbait
1414,"['http://t.co/lIS9yzEPFX', 'http://t.co/hmIXQqByKk']",no-clickbait
1415,"['http://t.co/JjS0I2XFrh', 'http://t.co/XCI0oRIQR4']",no-clickbait
1416,['https://t.co/QuN0Lrlqu6'],no-clickbait
1417,['http://t.co/gzJjtcSevg'],no-clickbait
1418,"['http://t.co/LYqck9vJSw', 'http://t.co/STbW02csG8']",no-clickbait
1419,"['http://t.co/PGkdkb6Rd2', 'http://t.co/44STNde5La']",no-clickbait
1420,['http://t.co/mp1bgYEVNL'],no-clickbait
1421,"['http://t.co/4SUJuRqyXE', 'http://t.co/IP1NiXkpEb']",no-clickbait
1422,['http://t.co/7x74abULu9'],clickbait
1423,['http://t.co/Ggmuw2vsMu'],no-clickbait
1424,"['http://t.co/X1GmVZLfhW', 'http://t.co/HmZGb5qTWW']",clickbait
1425,['https://t.co/CTDnO0YI3Y'],no-clickbait
1426,"['http://t.co/IfveTkK3QX', 'http://t.co/KSsPvsX4Od']",clickbait
1427,['http://t.co/Jz7AgT3OwM'],no-clickbait
1428,['http://t.co/Q3LUCrwuNL'],no-clickbait
1429,"['http://t.co/oCJEyqrm52', 'http://t.co/BzmTMyD6mw']",no-clickbait
1430,['http://t.co/9xY1YRbwAP'],clickbait
1431,['http://t.co/vl42amYX5y'],no-clickbait
1432,"['http://t.co/UH0WJ52kFG', 'http://t.co/K17gOFxGe7']",no-clickbait
1433,"['http://t.co/52g9pANQB1', 'http://t.co/goAiuv7Rh5']",no-clickbait
1434,"['http://t.co/URX0nxm5U6', 'http://t.co/2bONUr3cns']",clickbait
1435,['http://t.co/KreYtB7dpw'],no-clickbait
1436,"['http://t.co/S0YyXFBhP0', 'http://t.co/bq6DvkBA38']",no-clickbait
1437,"['http://t.co/jj4XNsVqCO', 'http://t.co/Pjsp4lRAFs']",no-clickbait
1438,['http://t.co/scJqPaOrUy'],clickbait
1439,"['http://t.co/hyA4IZYFNz', 'http://t.co/zcbvYAlF1U']",clickbait
1440,['http://t.co/8kxZ2KzsBZ'],clickbait
1441,['http://t.co/d2MnmHPZZY'],clickbait
1442,"['http://t.co/Oab8gNWkJQ', 'http://t.co/aPH0zaWLwA']",no-clickbait
1443,['http://t.co/JwgS5OWjla'],no-clickbait
1444,"['http://t.co/hhM6708NwG', 'http://t.co/LNBt3yKqPv']",no-clickbait
1445,['http://t.co/HJu3qxz1OK'],no-clickbait
1446,['http://t.co/Gu7VpXZjEy'],no-clickbait
1448,['http://t.co/itl2WZrvZe'],no-clickbait
1449,"['http://t.co/NMeptIJdDB', 'http://t.co/NFQZwbs7mE']",no-clickbait
1450,"['http://t.co/htdUCqPry5', 'http://t.co/cW7EBNqhQZ']",clickbait
1451,"['http://t.co/38GyDjm2x4', 'http://t.co/6lFLdwl1I7']",no-clickbait
1452,['http://t.co/1uN6djpoIc'],no-clickbait
1453,['http://t.co/PI21gptIqw'],no-clickbait
1454,['http://t.co/LrqomDZ4uG'],clickbait
1455,['http://t.co/AN1BBXGgSF'],clickbait
1456,"['http://t.co/pX5CR8gOUx', 'http://t.co/OLNC9xmbiS']",clickbait
1457,"['http://t.co/QjbOw2qYOG', 'http://t.co/1V2qW6vcD6']",no-clickbait
1458,"['http://t.co/mJ1l1CYrEl', 'http://t.co/mchZoCRTDz']",no-clickbait
1459,['http://t.co/sVOhuVyirV'],no-clickbait
1460,"['http://t.co/wXUNP6TVRc', 'http://t.co/NcU3zPhl72']",no-clickbait
1461,['http://t.co/5t'],no-clickbait
1462,['http://t.co/VRkbDNoEBk'],no-clickbait
1463,['http://t.co/irhP3lWNAi'],no-clickbait
